ID,Text,Label
3746,"""  හදවතින්ම සුබපැතුම් පරිස්සමෙන් මුදල් ටික හොඳ ආයෝජනයක් කරන්න බුදු සරනයි""",Non Toxic
3747,"""ඌව හිගන්නෙක් කරලා තමයි මෙ යක්කු නතර වෙන්නෙ  """,Non Toxic
3748,"""ඔබේ ජයග්‍රහණයට මගෙන් සුභ පැතුම්  """,Non Toxic
3749,"""  අද එහෙනම් කප්රුකත් යනවා...""",Non Toxic
3750,"""  බලාගෙන අපේ නාමල් බේබි තට්ටු කරයි """,Non Toxic
3751,"""  සූදුව උනත් හරියට රටට වැඩදායි විදියට කරන්න හොඳ ආන්ඩුවක් තියෙන්න ඕනෙ ත්‍යාග මුදල් ජනතාව අතරට යන්න ඕනෙ මේ වගේ.""",Non Toxic
3752,"""  මාලිමා ආණ්ඩුවෙන් මේ දි්ණුම් ඇදිම් සජිවිව විනිවිද භාවයෙන් කරානම් ජයම තමයි """,Non Toxic
3753,"""   එවා නිකං අනුරලගේ එකවුන්ට් වලට විතරක් දාන්න එපා""",Non Toxic
3754,""" මංත්‍රීලා සල්ලි වලට ගන්න එකත් කලින් ආණ්ඩු කරා මේ ආණ්ඩුවත් දැන් කරනවා """,Non Toxic
3755,"""  දැං දැං එහෙම දෙවල් වෙනවා කියලාවත් දැනෙන් නැතුව ඇති...කලිං කියපු ප්‍රස්නෙ නිසා """,Non Toxic
3756,"""  කලින් ආණ්ඩුවල එලියට ගිය ලොකු දිණුම් පේන්නෙ නැත්‍තෙ ඔබ ජෙපි ඩෝබි කෙනෙක් නිසා. """,Non Toxic
3757,"""  අචාර්ය උපාදියම අල්ලගෙන ඒකට තඩි බානවා....එහෙම බැලුවොත් ඔයැයිලා කඩේට යන උන්දලා කක්කි හත් පොලේ ගාගත්තු ඒවා ගනින්ඩ බැරි තරම්ම තියෙනවා...""",Non Toxic
3758,""" කලිනුත් දිනුම් දීලා ඇති...ඒවා පෙනුනා....එත් මේක ඉතිහාසයේ ලොකුම එක කියන නිසා ඒක විශේෂයි ඒත් එහෙම නෑ වගේ ඉන්නවා නේද  """,Non Toxic
3759,"""  හාරසිය හැත්තෑ හතර මිලියන පන්සිය අනූනව දහස් හාරසිය විසි දෙකයි...
ලක්ෂ කෝටි වලින් කියන ක්‍රමය දැන් යල්පැන ගිය පරණ එකක්.""",Non Toxic
3760,"""  දැන්ම මුදල් එලියට න්න එපා. තව ටික කලයක් යන්න දිලා පාවිච්චි කරන්න.""",Non Toxic
3761,"""  කොහොමත් තෑග්ග ගන්න අඩුම මාස තුනක් වත් ඉන්න ඕනි. ටිකට් එක රජයේ රස පරීක්ෂකට යවලා ටිකට් පතේ අව්‍යාජතත්වය තහවුරු කරගන්න ඕනි... """,Non Toxic
3762,""" ..සමහර විට ඇදුන එකා තාම ඕක නොදැන නිදි ඇති .... """,Non Toxic
3763,"""  ජයග්‍රහනය කල පුද්ගලය හෙලිදරවු නොකල යුතුයි.""",Non Toxic
3764,""" ඒ මිනිස්සුන්ව ප්‍රසිද්ද කරන්න එපා..කවුරු වුනත් අහින්සකයො .. මංකොල්ල කන උන් කට ඇරගෙන් බලන් ඇති """,Non Toxic
3765,""" මේවා ප්‍රසිද්ධ කරන්න එපා යකුනේ,මේ දෙවල් ප්‍රසිද්ධ කරපුවම මේ වාසනාවන්තයට හැමදාම හිතේ බයෙන් ඉන්න වෙන්නේ,,""",Non Toxic
3766,"""කොටි 47 න් ලොතරැයි මන්ඩලෙන් කපාගන්නවා කොටි 7ක්.  """,Non Toxic
3767,"""  මේක සෝයා බලන්න ඕන වහාම කොලබ නගර සහාවේ මාලිමා මන්ති කෙනෙකුටද ඇදිලා තියෙන්නේ කියලා කඩිනම් පරික්ෂණයක් ඉල්ල්න්න ව්පක්ශ මන්ත්‍රී වරුනි.ඉයේ වුන දේට හිත් සතුටු කරන්න පුලුවනි මෙම සිදුව්ම.""",Non Toxic
3768,"""  හතලිස් හත් කෝටි් හතලිස් පන් ලක්ෂ අනුනමදාහස් හාරසිය විසිදෙකක්""",Non Toxic
3769,"""   යපිල ෂැමදාම තුන්ශීය පන්ශීය තමා දෙනව ටිකට් ඔක්කොම ගන්ඩ අප්පා..""",Non Toxic
3770,"""කාසී ඇති දාට නැති නෑයෝ ඕනෑ තරම්...  """,Non Toxic
3771,"""  රාජයේ සුදුවට මිනිස්සු ප්‍රවර්ධන කරන විදිය.""",Non Toxic
3772,""" මාත් ටිකට් එකක් ගද්දි හිත්නවා වැඩිය ඔනි නැ ලක්ශ 20ක් ඇති ලෝන් ටික ක්ලොස් කරල සම්පූර්ණ පඩිය අරන් ඉතුරු ලක්ශ 7න් වගේ ගේ වැඩක් ඉවර කරන් ඉක්මනින් පදිංචි වෙන්න ලැබේවා කියල දැන් අවුරුදු 10ක් ගේ හදනවා මම 
 """,Non Toxic
3773,"""   රජයේ බදු අඩු කලාම ඔයාට ලෝන් ටික විතරක් ක්ලෝස් කරගන්න පුලුවන් වෙයි.
""",Non Toxic
3774,""" අම්මොහ් මටනම් එපා එච්චර සල්ලි ගනින්න බැහැ  ලැබුණු කෙනාට යහපතක්ම වේවා """,Non Toxic
3775,"""අනවශ්‍ය ප්මානයට මුදල් ලැබුනොත් අසිමිත අවශ්‍යතා පැනනැගෙනවා
මෙිසා විශාල මුදලක් සමග ප්වෙිශමෙන් කටයුතු කල යුතුයි  """,Non Toxic
3776,"""  එසේකලහොත් එය ඔහු හෝ ඇයගේ ජීවිතයට අනතුරුදායක විය හැකිය.
""",Non Toxic
3777,""" උපරිම ගණන කෝටියකට සීමා කර ත්‍යාග ප්‍රමාණය වැඩි කිරීම තමයි වඩා හොඳ
 """,Non Toxic
3778,"""ගාණ අඩුකර ත්‍යාග පුමාණය වැඩිකරන ඵක වඩාත් පලදායකයි සැමටම යහපතක් .  """,Non Toxic
3779,""" කෝනාරගෙන් බේරෙන්න බෑ කාගෙන් බේරුනත් මේක ඇදිච්ච කෙනාට  """,Non Toxic
3780,"""  හතළිස් හත්කොටී හතළිස් පන්ලක්ෂ අනු නමදාස් හරසිය විසි දෙකක් ...""",Non Toxic
3781,"""  මම හොදට ඉදල ක්‍රිප්ටො ට්‍රේඩ් හිංද කෙලවිලා හැඳිගෑවිලාම ඉන්න එකෙක්.මගෙ හැම දේම නැතිවුනා.""",Non Toxic
3782,""" ඒත් මම ආපහු නැගිටින්න පටන්ගත්තා මේපාර නැගිට්ටම සුනාමි ආවත් මම වැටෙන්නෙ නෑ.. """,Non Toxic
3783,"""ඒ හිංද ඔය සල්ලි ගත්ත කෙනා කවුරු වුනත් වැඩි සල්ලි හොයන්ඩ යන්නෙ නැතුව මොලේ පාවිච්චි කරනවනම් තමයි හොඳ..
  """,Non Toxic
3784,"""  වාසනාව. ලංකාවෙ හැම මනුස්සයෙකුටම හරි යන්න ඕනෙ. විදින දුකට.""",Non Toxic
3785,"""බලපන් එකත් කුරුණගලවාසනාවන්තම දිස්ත්‍රික්කය ජයාග්‍රාහිකයො දෙතුන් දෙනෙක්ම ඉන්නවා.  """,Non Toxic
3786,""" හවසට විකුණුන් නැති ටිකට් ටික ගෙදර ගෙනිච්චහම ඔය ටිකට් එක තිබිලා හම්බවුනාම කොහොමද ගොකරැල්ලෙ නැන්දා ට ?

 """,Non Toxic
3787,"""ඕක අරන් වෙන රටකට පලයල්ලා. ලංකාවෙනම් යහතින් ඉන්න බැරි වෙයි. ඒ තරමටම සත්තු.
  """,Non Toxic
3788,"""ඉස්සර වගේ පළමු ජයග්‍රහණය දැන් ඇදෙනවා අහන්න අඩුයි.. දැන් ලොතරැයි ප්‍රමාණයත් වැඩිවෙලා කාලෙකින් තමයි පළමු ජයග්‍රහණය ඇදෙන්නෙත්..   """,Non Toxic
3789,"""  හේතුව මුද්‍රණය කරන ලොතරැයි ප්‍රමාණය සහ දිනුම් අදින ඉලක්කම් ප්‍රමාණය වැඩි කිරීම..""",Non Toxic
3790,""" මෙයින් ඇත්තටම ජයග්‍රහණය කරන පිරිසයි අඩුවෙන්නේ..  """,Non Toxic
3791,""" සමහරවිට අද ජයග්‍රහණය කරන ලොතරැයි අංකය සමහරවිට මුද්‍රණය කරලත් නෑ.. """,Non Toxic
3792,"""  ඒ මට්ටමටම ලොතරැයි ප්‍රමාණය වැඩී.. එහෙම කාලෙක මෙහෙම දිනුම් ඇදීමකින් ජයග්‍රහණයක් ගත්තා කියන්නේ, කණ කැස්බෑවා වියසිදුරෙන් අහස බලනවා වගේම වැඩක්..
 """,Non Toxic
3793,""" මට මතක නම් නෑ හරියට ලොතරයි මංඩල‌ සභාපතිකෙනෙක් හිරේ ගියා නේද """,Non Toxic
3794,"""  වැටිලා තියන ලොතරැයි සූදුව ගොඩගන්න කරන වැඩ ඔවා
""",Non Toxic
3795,""" හෙලකුරු එකේ එවුන් වත් මේක සිංහලෙන් දාන්ඩ දන්නේ නෑ කියපංකෝ ඒකනේ පස්නේ """,Non Toxic
3796,"""  ඔක මාෆියාවක් ඔක ඇතුළේ හෙණ සෙට එකක් ඇති ඔක බෙදාගන්න.....
""",Non Toxic
3797,"""  ප්‍රසිද්ධ කරල ඉවරයි. නෑයෝ ඇවිත් මෙයාව කයි දැන්""",Non Toxic
3798,"""  අනේ...දිනපු එක්කෙනාට ජයෙන් ජයම වේවා...! එකෙන්ම...ගොඩ යන්න පුලුවන් දැන්....නියමයි....""",Non Toxic
3799,"""  හොරකං නොකරන ආණ්ඩුවක් පත්වුනහම ඔහොම තමයි.. ලොතරැයි මණ්ඩලයේ ඉඳපු කම්බ හොරු ටික අයින් කරපු හින්ද තමයි මනුස්සයෙක්ට දැන් කීයක් හරි ජයග්‍රහණය කරන්න පුළුවන්.""",Non Toxic
3800,"""ඕන් බලහල්ලා නැති ඥාති එන හැටි දැන්   """,Non Toxic
3801,"""මේක වගේද කොළඹ මහ නගර සභාවේ කෝටි 13 ලොතරැයි  """,Non Toxic
3802,""" ප්‍රසිද්ධ නොකර සිටීම වඩා හොදයි """,Non Toxic
3803,"""  ලොතරැයිය දිනුම් ඇදීම සජීවී කරානම් හැමදාම දිනුම් තියෙන්න තිබුනා ගොඩක් වෙලාවට
""",Non Toxic
3804,"""   පිස්සුද බන්, එහෙම නෑ. ඕකට සූත්‍රයක් තියනවා. ලොවෙත් ඇදෙන් නැත්තේ ඒකයි, ලේසියෙන්""",Non Toxic
3805,""" අඩේ සුපිරි කවුරු වුනත් පින තමා """,Non Toxic
3806,""" පට්ට බොරැවක් ....තව මාස 6කින් බලපල්ලාකො...ජයග්‍රාහකයා ඉදිරිපත් උනේ නෑ කියලා කියනවා
 """,Non Toxic
3807,""" දින්නා කියලා දිනපු කෙනා විතරක් දැනගත්තානම් එ කෙනාට හොදයි  """,Non Toxic
3808,""" බොරු කියන්න එපා බන් දන්නේ නැතිනම් කට වහන් හිටපන් උම්බෑ නොකියා  """,Non Toxic
3809,"""  බාගයක්ම ගන් නැහැ උපරිම 30% ක් වගේ තමා""",Non Toxic
3810,"""  කවුරු උනත් හොද පිං කාරයෙක් ජය වේවා""",Non Toxic
3811,""" එක නම් ඇත්ත මිනිහා මොලේ කල්පනා කරලා වැඩ කරොත් නම් හරි.  """,Non Toxic
3812,""" නැත්තන් නැති නැයොත් එනවා ඔක දැනගත්තම,සල්ලි තියෙනවා නම් නැයෝ ඉන්නවා ඔන තරම් """,Non Toxic
3813,"""  නෑයො තව නමට ඉන්න යාලුවො කියන උන්.මොලෙන් ගේමක් ගැහුවෙ නැත්තන් ඉතිං අපරාදෙ ඌ දිනපු සල්ලි """,Non Toxic
3814,""" දැං ලොතරැයි දිනුම් වැඩියෙන් දෙනවා.මගෙ යාලුවෙක්ටත් එයාගෙ ත්තාත්ත කිව්ව කුරුණෑගල ගියාම ලොතරැයි ගන්න.එහෙ දෙතුන්දෙනෙක්ටම ඇදුනා කියලා. """,Non Toxic
3815,"""  මේකත් කුරුණෑගල  කලින් ආණ්ඩුවෙන් ඒකත් හොරාකෑවනෙ ඉතින්
""",Non Toxic
3816,"""  අනේ කාට හෝ වේවා තෙරුවන් සරණීන් යහපතක්ම උදා වේවා !මනුෂ්‍යත්ව සදාකල් වැජබේවා !!!
""",Non Toxic
3817,"""  ඒ මනුස්සයා මේ වෙනතුරු කෝටියක ටිකට් අරන් තිබුනත් 36 කෝටියක් ලාබයි.. """,Non Toxic
3818,""" පරම්පරා ගානක් ගොඩ යන්න පුළුවන් ස්ථාවර තැන්පතුවක් දැම්මත්  """,Non Toxic
3819,""" දෙයියනේ කියලා දිනපු එකාට පාඩුවේ ඉන්න දීපල්ලා. """,Non Toxic
3820,"""  කුරුණෑගල තවත් සල්ලිකාරයෙක් බිහි වලා 
""",Non Toxic
3821,""" මේ මාතෘ භුුමිය නිවැරදි දිශාවට රැගෙන යා යුතුයි .සියල්ල නිවැරදිව සිදු වෙමින් පවතී . """,Non Toxic
3822,""" අනෙ ගොනො දැන් තියෙන්නෙ බොගෙ තාත්තා යටතෙ ද බහුතර සබුද්ධික ජනතාව ගෙ කැමැත්තෙන් පත් කරපු නායකයො නෙවෙයි ද නිකං තප්පුලන්නෙ නැතුව ඉදිං """,Non Toxic
3823,"""අපිටත් ඕනි කරන්නේ සිස්ටම් චේන්ජ් එකක් තමයි.  """,Non Toxic
3824,"""  රට ගැන පුදුම කැක්කුමක්නෙ යකෝ තියෙන්නෙ""",Non Toxic
3825,""" රටේ නියම වැඩ පිළිවෙළක් ක්‍රියාත්මක වෙමින් තියෙද්දී කියන්න,කරන්න දෙයක් නැතිව මඩ ගහන්න උත්සාහ කරන එවුන් ,පේන මානෙක ආයෙ එන්න බැරි බව දන්නවා,උබ්ලගෙ කතා අහන්න තරම් මිනිස්සු මෝඩ නෑ දැන් . """,Non Toxic
3826,""" දැන් මේක ශාස්ත්‍ර කියන්න පටන් අරන්ද?අවස්ථාවාදී කුහක දේශපාලකයො.මුන්ව මතකයෙන් අයින් කළ යුතු එවුන්. """,Non Toxic
3827,""" වාහනෙන් හප්පපු කොල්ලට මොකද උනේ කියලා අහන්න එකෙක් නෑනේ  """,Non Toxic
3828,"""  තොපිටනේ අවුල තියෙන්නෙ අපිට අවුලක් නෑ... පාක්ෂිකයන්ට අවුලක් නෑ ඒ ක්‍රමය හොඳයි.""",Non Toxic
3829,"""මාලිමාවත් දැන් හොරැ එකතු කරගෙන නගර සභා පිහිටුවනවා,දැන් ඉතිං මාලිගාවටත් චන්දය දෙන්නේ නැහැ  """,Non Toxic
3830,"""මාලිමාවත් දැන් හොරැ එකතු කරගෙන නගර සභා පිහිටුවනවා,දැන් ඉතිං මාලිගාවටත් චන්දය දෙන්නේ නැහැ  """,Non Toxic
3831,""" ආතක් පාතක් නැති උන් ඉතින් එක එක කතා කියනවා """,Non Toxic
3832,"""මුළු රටම එක මීටකට රට අනුරට අපේ පන්තියේ අපේ කෙනෙක්  ජනාධිපතිවරයා ගොඩාක් ගොඩාක් ආදරේ.  """,Non Toxic
3833,"""  රටේ ජනතාව ගැන කැක්කුමක් තියෙන නායකයෙක්. මහ පොළොවේ අඩිය තියලා ජීවත් වන මිනිහෙක්. """,Non Toxic
3834,"""  හොර, බොරු, වංචා, දූෂණ, මිනිමරුම් චෝදනා නැති අපේ රටේ බිහි වුන පළමු ජනාධිපතිවරයා අනුර කුමාර දිසානායක මහතා ජනාධිපතිතුමා """,Non Toxic
3835,""" මුගෙ අනාවැකි තරම් බොරු අනාවැකි කියලා නැතුව ඇති ජෝතිශ්‍යකාරයොවත්  """,Non Toxic
3836,""" ගොන් කතා කියන එකෙකුටවත් කාලය කන්න සදන්න එපා විපක්ෂයේ එකෙක්වත් රටට වැදගත්දේ කතා කරන්නැ """,Non Toxic
3837,"""  නිකන් කාල තෙල වැඩි වෙලාද. දන්න කර්මාන්තයක් කරන් ඉන්නව අයිස්ව් """,Non Toxic
3838,"""ණයට කහින්නැතිව තෝ හප්පල මරපු කොල්ලට වන්දිගෙවන්ඩ ලෑස්තිවෙයං මූත් අංක එකේ දේශපාලන ගණිකාවක් හැම තැනටම පැනල පඳුරු යන්ඩ පැරදුනා  """,Non Toxic
3839,"""  උබලා කියපු එක කතාවක් හරි ඇත්ත උනානං තව කියෙව්වට කමක් නෑ ජනතාව ප්‍රත්ක්ෂේප කරපු මුන්ව ටීවී වලට ගෙන්නලා වැඩසටහන් කරන ගොබ්බයෝ සේරටම වැඩිය හපන්උබලා කියපු එක කතාවක් හරි ඇත්ත උනානං තව කියෙව්වට කමක් නෑ ජනතාව ප්‍රත්ක්ෂේප කරපු මුන්ව ටීවී වලට ගෙන්නලා වැඩසටහන් කරන ගොබ්බයෝ සේරටම වැඩිය හපන්""",Non Toxic
3840,"""මහා මොලකරයා කියලා හිතන් ඉන්න ගොබ්බයෙක්  """,Non Toxic
3841,"""හෙල උරුමය කියාගෙන ඇවිත් දැන් කොහෙද ඉන්නේ...අපිත් ටොපිට රැවටිලා හිටියා ඒ කාලේ  """,Non Toxic
3842,"""මුයි ගොම්මන්පිල යි දෙන්නාම එකට තාම හිටියා නම් දෙන්නා එකට මාර ජොක් ටිකක් කියන්න තිබ්බා   """,Non Toxic
3843,""" රටටම හොදක් වෙනවනම් කපටින්ට බලය බෙදන්නෙ මොකටද """,Non Toxic
3844,"""ඒ තුන්කට්ටුවට ගියත් හරි කමක් නෑ ජනතාවවට දුන් පොරොන්දු ඉටු කරනවනම්  """,Non Toxic
3845,"""කොහොමද මුන් බයවෙලා තියෙන බයවිල්ල...  """,Non Toxic
3846,"""අවුලක් නැහැ හප්පපු කොල්ලගෙ නඩුවට ගම්මන් පිල නැතුව වෙන කාව හරි අල්ල ගනින්  """,Non Toxic
3847,"""මාලිමා ආණ්ඩුවක් මිසක් මෙි රට ගොඩ ගන්න කවුරුත් නැහැ.නැවත ඒක ඉරහඳ තරමි විස්වාසයි.  """,Non Toxic
3848,"""  කෙටිකාලයක් මක්කටෙයි , කොහොමත් එහෙම තමයි......""",Non Toxic
3849,"""  ඔබල කතා කරා නෙ දැන් අවුරැදු ගාණක් තෙරැමක් නැ නෙයි එකයි කාලය නිකන් නාස්ති කරන්න""",Non Toxic
3850,"""  .දෙන් නැත්තෙ හිතට ටකක් දුක ඇති.නෙද රට තනියම.ඉස්සරහට යන කොට නෙද සතුටු වෙයල්ල රටක් වශයෙන්""",Non Toxic
3851,"""මෙයා දැන් රසා කිව්වා කියලා, මෙයාගෙ ෆයිල් යට ගහන්නේ නැහැ...අර කොටු පැනලා එනකොට හප්පපු කොල්ලට සාදරනයක් වෙන්නම ඕනි  """,Non Toxic
3852,"""මුන් රට හදනව නෙවෙයි බන් කනවා ඔබලගෙ ඔලුව තියෙන්නෙ බෙල්ලෙ පාලුව මකන්නද හිතපන් පොඩ්ඩක්  """,Non Toxic
3853,""" හාකො ඔයාගෙ ගැන හිතාගන්න හොදටම පුලුවන් කැම්පස් ඉන්න කාලෙ ජෙවිපි කරල හිරෙත් ඉදලා පස්සෙ මිනිමරු යුඑන්පියත් එක්ක ඡන්දෙ කර එකෙන්ම.කටවහගෙන ඉන්න නැත්නම් මිනිසුනට් තවත් ඔයාව එපාවෙනවා """,Non Toxic
3854,"""  පාටලි කියන්නේ තමන්ගේ දැනුම සහ පලපුරුද්ද නරක විඩියට පාවිච්චි කරන කෙනෙක් .""",Non Toxic
3855,"""ගොම්මන්පිල ට වගේ ඔහේටත් මොන්ගල්ද දැන්  """,Non Toxic
3856,"""මූට තියෙන්නෙ අමු කුහක ඉරිසියාව ......මූ හැමදාම බිල්ලෝ මවනවා..  """,Non Toxic
3857,""" රාජ්‍යය බලය ජාතික ජන බලවේගට දීල තමා තියෙන්නෙ """,Non Toxic
3858,"""  ඒ අස්සෙ උන් රටම ඉන්දියාවට හොර ගිවීසුමකින් දීල. උන් මේ රටට කවදත් කලේ ආතුරුකම්. """,Non Toxic
3859,""" ඒකෙ ප්‍රතිපල ඉස්සරහට විදින්න ලෑස්ති වෙලා ඉදපල්ලා. """,Non Toxic
3860,""" තමන්ගෙ නමට උපරිම සාධාරණයක් කරන ඩයල් එකක්.. ප.ච. රණවක """,Non Toxic
3861,"""ආනාත මාරුතේ කුණාටු සාගරේ ,යන්න තැනක් නැතුව ඉන්න පාට ලී ....  """,Non Toxic
3862,"""කුඩු ගහන උන්ව මේකට ගෙන්නන්න එපා බන්. අනුර තමා රටේ නායකයා. තව මොනා වෙන්නද  """,Non Toxic
3863,"""ළමයෙක්ව හප්පලා දාලා උගේ අනාගතේම විනාශ කරලා ගල් අඟුරු වලින් හොරා කාපු තොට වැඩිය නම් ජෙවීපී සෙට් එකක් හොඳයි පාඨලී...   """,Non Toxic
3864,"""  දැන් තව එකක් හොයාගෙන  , මුං කියපු ඔක්කොම දේවල් උනානෙ """,Non Toxic
3865,"""  මේකය් අර ගොම්මන්පිලය් තමා නියම  දෙන්න..කෑදරයි..එකට ඉන්නත් බැරි ඒ හින්දනි""",Non Toxic
3866,"""  අමුතුවෙන් බලය අල්ලන්න ඔනි නැ අල්ලලා ඉවරයි  ලබන පාරත් මාලිමාවට පුලුවන් නම් ඔවුන්ට වාඩා හොඳ වේලා පෙන්වන්න """,Non Toxic
3867,""" සෝමා හාමුදුරුවෝ විකුනලා පාර්ලිමේන්තු ආවා එකා නේ """,Non Toxic
3868,""" රට දියුණු කරනවනම්..හොරා කන්නෙ නැත්නම් නීතියේ ආධිපත්‍යය සුරකිනවනම් එහෙම උනත් මොකද යකෝ
 """,Non Toxic
3869,"""මේව පාටලී බලන්නැද්ද මේ කොමෙන්ටු   """,Non Toxic
3870,"""  ධර්ම රාජ්‍යක් උදෙසා පාර්මිතා ප්‍රහැර කියල පක්ෂෙ හාමුදුරුවන්ට පූජ කරල රටක් අන්දපු මෑං නෙ මේ.....""",Non Toxic
3871,"""බොරු මැවීම තාත්විකව කිරීමට දරන උත්සාහය... යම් ජනතා ප්‍රමාණයක් මේවාට හසු වේ....  """,Non Toxic
3872,""" මිනිමරුවා...ඔකාව හිරෙ දාන්න ඔන """,Non Toxic
3873,""" මූට අනාගතයක් නැහැ කියලා මූ දන්නවා """,Non Toxic
3874,""" මූ ගැන හොදට හොයලා බලන්න මේ ඉන්නේ ජර්මනියෙන් පිට ඉන්න නියෝ නට්සියෙක් ලංකාවේ දේශපාලනයක ඉන්න හොදම නැති එකෙක් මු හිට්ලර්ගේ පලනය නැවත දකින එක අදහන එකෙක් මු දිගටම මේ රටේ දේශපාලන කරොත් දවසක රටටම ඒකාදිපතීත්වය පෙන්නන්න පුලුවන්.. """,Non Toxic
3875,""" මේකා හොරෙක් පිට ගෑනු එක්ක බුදියලා සුදු ඇදගෙන එනවා රට කරවන හැටි කියන්න උසාවි වල තොට නඩු තිබුනනේ ඒවා අයින් කරගත්ත විදිහත් මාද්‍යට කිපන්
 """,Non Toxic
3876,"""එක පවුලකට කියලා ඇරගත්තු අපිට… තුන් දෙනෙක් මොනාද බං  """,Non Toxic
3877,"""ලන්කාවෙ එහෙම කරන්න අමාරුයි මාලිමා ආන්ඩුව බොරු පච කය්වාරු ආන්ඩුව කියලා ජනතාවට තෙරුම් ගනිමින් ඉන්නවා  """,Non Toxic
3878,"""  මේකේ ඉන්න මාලිමාවෙ උන් මෙතුම එක්ක මෙච්චර තරහ කවදාහරි අනුරට එකම විකල්ප නායකත්වය මෙතුමා නිසා""",Non Toxic
3879,"""කොච්චර හොඳද බන් සජියා වගේ ගොන් හරකෙක්ට නැතුව ඒ මිනිස්සුන්ට බලය යන එක  """,Non Toxic
3880,"""කිව්ව එකක්වත් හරිගියේ නෑ. වර්ත්මානයේ ඉන්න දේශපලන අනාතයෝ  """,Non Toxic
3881,"""පාට පාටලී හිතන් ඉන්නෙ රනිල් ඇල්ටීටීය කැඩුව වගේ ලොවෙත් නැති ගොබිලි කතා කියල මිනිස්සුන්ගෙ ඔලු වෙනස් කරන්න  දැං මිනිස්සු එක පක්ෂෙකට වහල් නෑ කියල මිනිහ දන් නෑ තාම  """,Non Toxic
3882,"""
කලින් මහින්ද ඇතුළු කණ්ඩායම කරගෙන හිටියෙත් එහෙම ම නේද ...
එතකොට මේ කටවල් කොහෙද තිබුණේ ..
  """,Non Toxic
3883,"""  මූ වගේ පැරදිලා යනඑනමං නැති එවුන් ගෙන්නල දෙන ගොන් ආතල් නැවත්ත්න්නෙ නෑ නේ හිගන මාද්‍ය""",Non Toxic
3884,"""  අනේ මේ  උඹේ කෙරුවාව දන්නවනේ අපි. මාලිමාව නරකයි නම් අපි එලවනවා. හොඳයි නම් දිගටම තියාගන්නවා""",Non Toxic
3885,"""  ජෙප්පෝ එහෙම හිතාගෙන ඇති.දවල් හීන දකින්නත් එපැයි..දැනටමත් චන්ද ලක්ෂ 20 කට කෙලවගෙන ඉන්නේ..
""",Non Toxic
3886,"""   නිසා එකම ගොංකම ආපහු කරලා හොදට රෙවාගන්න හදන්නෙ මු හොදම එකෙන්""",Non Toxic
3887,""" 
මුනව සාකච්චාවලට ගෙන්වන උන්නම් ශාපයක්..
මීට වඩා රටට වැඩක් කරන මිනිස්සු කොච්චර ඉන්නවද..
 """,Non Toxic
3888,"""කමක් නෑ. උඹ නාඩ ඉඳිං ගල් අඟුරු හොරෝ..  """,Non Toxic
3889,""" මොකක්ද මූ මේ කියන හරුපේ..යකො හොරු අත් හැරලා මිනිස්සු රටට ආදරේ මිනිස්ස්සු තෝරගෙන තියනවා..
 """,Non Toxic
3890,""" මුන් උපකල්පන කරපු තරන් අයින්ස්ටයින් වගෙ කෙනෙක්වත් කරල නැතුව ඇති  """,Non Toxic
3891,"""  ඇයි කලින් තොපි කරද්දි රට සුරපුරයක් වෙලා තිබ්බද.කමක් නෑ විනයක් නැතුව රට හැදෙනවනම් තොපි බොරු බිල්ලො මව මව හිටපල්ල.කලින් කිව්වනෙ මාලිමාව ආවොත් පන්සල් වලට දානෙත් නෑ කියල""",Non Toxic
3892,""" කව්ද බන් මේ දේශපාලන අනාතයා..ගල් අගුරු හොරා තක්කඩියා රට කාපු හිවල්ලු මුන් කියන කෙබර අහන්න තවත් එවුන් ඉන්නවනම් උන් මිනිස්සු වෙන්න බෑ දෙවිවරු
 """,Non Toxic
3893,""" කරුණාකර මේ අය ගැන සොයා බලා නීතිය ක්‍රියාත්මක කරන්න. නීතිය කාටත් පොදුයි """,Non Toxic
3894,""" 
පාඨලී ඇතුළු විපක්ෂයේ කණ්ඩායම් වලට දැන් අවශ්‍යව ඇත්තේජාතික ජනපල වේගය සහ ජනතා විමුක්ති පෙරමුණ අතරින් ඇති සහ සම්බන්ධය කඩා විනාශ කිරීමයි. """,Non Toxic
3895,"""හොද අනාගතයක් තිබ්බ කෙනෙක්.දැන් ඉතින් චාටර්ම චරිතයක්  """,Non Toxic
3896,"""  කොක්කෙන් හරි කෙක්කෙන් හරි වැඩේ වෙනව නම් එච්චරයි """,Non Toxic
3897,""" ඕකට තමයි කියන්නේ උගත්කමයි, බුද්ධියයි දෙකක් කියලා.  """,Non Toxic
3898,"""  එහෙම තමයි බුරුවෝ් ගම් වලට වැඩකරගෙන යනකොට තොපිට ලොවෙත් හොල්ලන්න බෑ තොපි වගේ හොරු නෙමේ""",Non Toxic
3899,""" රට සම්බන්ධයෙන් විපක්ෂ කන්ඩායම් අතර එකගතාවය පෙන්නුවේ කොළඹ මහනගරසභා චන්දෙදි, """,Non Toxic
3900,"""  විදුලි බල මණ්ඩෙලෙන් හොරා කාපු පරම් භම්ලා""",Non Toxic
